"region","uid","date","weekid","rate.All","h1_pos","sh3_pos","b_pos","Adenovirus","paraflu12","paraflu34","RSV","temp.max","temp.mean","temp.min","relative.humidity","total.rainfall","solar.radiation","wind.speed","absolute.humidity","pressure","temp.range","monthid"
"HK","2004-37","2004-09-12",37,43.7806873977087,0,0.0990825688073395,0.0128440366972477,0.0422018348623853,0.0018348623853211,0.0110091743119266,0.073394495412844,32.6,26.8285714285714,27.4,80.7142857142857,9.07142857142857,10.0514285714286,16.1428571428571,20.6317585487086,1006.12857142857,3.7,9
"HK","2004-38","2004-09-19",38,45.6426332288401,0,0.11304347826087,0.048695652173913,0.0278260869565217,0.00173913043478261,0.0208695652173913,0.0382608695652174,30.4,27.9,27.1,74.5714285714286,9.38571428571428,15.7157142857143,12.6857142857143,20.1324961741133,1011.45714285714,3.65714285714286,9
"HK","2004-39","2004-09-26",39,32.3206205559147,0.00175746924428822,0.0843585237258348,0.0228471001757469,0.0597539543057996,0.00175746924428822,0.0175746924428823,0.0650263620386643,30.9,27.2142857142857,26.4,75.4285714285714,2.47142857142857,16.9271428571429,16.1285714285714,19.660129999604,1012.92857142857,4.45714285714286,9
"HK","2004-40","2004-10-03",40,42.3661071143086,0,0.0311111111111111,0.0111111111111111,0.04,0.00444444444444444,0.0266666666666667,0.0688888888888889,31.6,26.7428571428571,27,67.5714285714286,0.428571428571429,16.3542857142857,20.4857142857143,17.4747248948695,1013.84285714286,4.38571428571429,10
"HK","2004-41","2004-10-10",41,33.5988915829581,0.00208768267223382,0.0208768267223382,0.0125260960334029,0.0939457202505219,0.00417536534446764,0.0250521920668058,0.0751565762004175,30,25.2,23.4,58.1428571428571,0.00714285714285714,17.5085714285714,15.1714285714286,13.5366497703706,1014.4,5.68571428571429,10
"HK","2004-42","2004-10-17",42,35.9402985074627,0,0.018348623853211,0.0114678899082569,0.0711009174311927,0.00229357798165138,0.0389908256880734,0.0458715596330275,29.3,25.1142857142857,23.9,69.1428571428571,0.00714285714285714,15.9228571428571,21.2428571428571,16.0143765447563,1016.81428571429,4.4,10
"HK","2004-43","2004-10-24",43,35.7142857142857,0,0.00842696629213483,0.0112359550561798,0.0758426966292135,0,0.0589887640449438,0.0224719101123595,28.9,25.0142857142857,24.2,62.8571428571429,0.0214285714285714,16.1985714285714,26.2,14.4476599554446,1015.58571428571,4.27142857142857,10
"HK","2004-44","2004-10-31",44,42.6068489514202,0,0.0045662100456621,0.0045662100456621,0.105022831050228,0,0.0365296803652968,0.0205479452054795,28.6,24.3142857142857,23.1,68.2857142857143,0.342857142857143,16.0657142857143,26.5428571428571,15.0626102370597,1017.75714285714,4.1,10
"HK","2004-45","2004-11-07",45,34.9640490624559,0,0.00464037122969838,0.00464037122969838,0.104408352668213,0,0.0394431554524362,0.0162412993039443,27.1,23.7571428571429,22.9,75.7142857142857,0.00714285714285714,13.5942857142857,21.8285714285714,16.2526177326853,1017.31428571429,3.04285714285714,11
"HK","2004-46","2004-11-14",46,36.6186209583171,0,0.0045662100456621,0.00684931506849315,0.125570776255708,0.00228310502283105,0.0753424657534247,0.0114155251141553,27.5,24.7857142857143,24.5,82.2857142857143,0.0357142857142857,11.0642857142857,21.8428571428571,18.7402749152275,1016.55714285714,2.64285714285714,11
"HK","2004-47","2004-11-21",47,33.9052287581699,0,0.0021505376344086,0.0021505376344086,0.10752688172043,0.0043010752688172,0.0989247311827957,0.0043010752688172,24.5,20.8714285714286,20.1,63.5714285714286,0,13.06,25.9285714285714,11.6099359180178,1019.51428571429,4.18571428571429,11
"HK","2004-48","2004-11-28",48,38.2587369711833,0,0.0144927536231884,0.0036231884057971,0.105072463768116,0.0036231884057971,0.18659420289855,0.00905797101449275,26,21.7571428571429,21.9,71,0.0642857142857143,10.1842857142857,26.3285714285714,13.6832338333896,1020.87142857143,3.87142857142857,11
"HK","2004-49","2004-12-05",49,38.4894698620189,0,0.0126582278481013,0.00632911392405063,0.120253164556962,0.00210970464135021,0.0991561181434599,0.0168776371308017,25.8,21.5142857142857,20.6,65.8571428571429,0.00714285714285714,13.3242857142857,30.4142857142857,12.4662235387171,1017.74285714286,4.34285714285714,12
"HK","2004-50","2004-12-12",50,37.2233400402415,0,0.00219298245614035,0.0043859649122807,0.120614035087719,0,0.151315789473684,0.0087719298245614,23.3,19.3142857142857,18.1,62,0.00714285714285714,13.85,24.1714285714286,10.2920369229849,1022.64285714286,3.94285714285714,12
"HK","2004-51","2004-12-19",51,36.2568619941274,0,0.00417536534446764,0.00626304801670146,0.0981210855949896,0.00835073068893528,0.0647181628392485,0.00208768267223382,23,19.9428571428571,19.2,75,0.00714285714285714,13.1785714285714,22.8,12.9444437249975,1017.95714285714,3.77142857142857,12
"HK","2004-52","2004-12-26",52,40.6605606439079,0,0.0142517814726841,0.00475059382422803,0.0736342042755344,0.00475059382422803,0.0807600950118765,0.0118764845605701,24.1,19.9714285714286,19.8,79.4285714285714,0.0285714285714286,12.1757142857143,26.5571428571429,13.7182768508749,1017.07142857143,2.64285714285714,12
"HK","2005-1","2005-01-02",1,43.2719681153919,0,0.0228310502283105,0.0045662100456621,0.0373134328358209,0.00248756218905473,0.0199004975124378,0.00497512437810945,21.4,12.8285714285714,16.9,60.5714285714286,0,9.47428571428571,28.4,7.10230378785755,1022.71428571429,5.38571428571429,1
"HK","2005-2","2005-01-09",2,38.8536786993662,0.0051150895140665,0.030690537084399,0.010230179028133,0.0662100456621005,0,0.0547945205479452,0,20.4,16.8142857142857,16.8,71.4285714285714,0,9.67142857142857,21.2142857142857,10.2507259731489,1020.81428571429,3.55714285714286,1
"HK","2005-3","2005-01-16",3,31.3471152546953,0,0.0236406619385343,0.016548463356974,0.0946291560102302,0.00255754475703325,0.0639386189258312,0.00255754475703325,18.8,13.8714285714286,15,67,0.5,11.8357142857143,23.8,8.14055574487452,1021.28571428571,4.98571428571429,1
"HK","2005-4","2005-01-23",4,41.9384902143523,0.00806451612903226,0.0564516129032258,0.0161290322580645,0.0709219858156028,0,0.0543735224586288,0.00945626477541371,21.1,16.3142857142857,16.1,80,0.0142857142857143,10.7742857142857,24.6714285714286,11.1587250452882,1022.01428571429,3.27142857142857,1
"HK","2005-5","2005-01-30",5,41.2345054389072,0.0186046511627907,0.0534883720930233,0.0511627906976744,0.0564516129032258,0,0.0362903225806452,0.00806451612903226,21.6,18.4,18.3,89.7142857142857,0.221428571428571,6.56142857142857,16.3142857142857,14.116145304612,1013.01428571429,2.94285714285714,1
"HK","2005-6","2005-02-06",6,38.9048991354467,0.029810298102981,0.0514905149051491,0.021680216802168,0.0953488372093023,0,0.041860465116279,0.0418604651162791,19.4,15.3,17.9,87.5714285714286,0.271428571428571,4.22,25.6428571428571,11.6266774931267,1017.77142857143,2.18571428571429,2
"HK","2005-7","2005-02-13",7,40.7813570938999,0.0108892921960073,0.0762250453720508,0.0199637023593466,0.029810298102981,0,0.018970189701897,0.0514905149051491,24.5,18.3714285714286,18.1,84.2857142857143,0.0785714285714286,10.8642857142857,23.3285714285714,13.3323746484329,1020.95714285714,4.4,2
"HK","2005-8","2005-02-20",8,35.1615326821938,0.00646551724137931,0.0581896551724138,0.0603448275862069,0.0852994555353902,0.00725952813067151,0.0344827586206897,0.0598911070780399,24.7,17.0285714285714,20.5,82,0.335714285714286,4.80714285714286,24.7142857142857,12.5948571585513,1016.62857142857,4.01428571428571,2
"HK","2005-9","2005-02-27",9,47.1270874610812,0.0186567164179104,0.110074626865672,0.0671641791044776,0.0603448275862069,0.0107758620689655,0.0495689655172414,0.0538793103448276,23.1,15.1714285714286,17.4,88.8571428571429,1.05714285714286,3.66571428571429,25.1714285714286,11.7865699497942,1016.11428571429,3.37142857142857,2
"HK","2005-10","2005-03-06",10,57.1981210279083,0.017743979721166,0.14575411913815,0.0887198986058302,0.0802238805970149,0.00746268656716418,0.0223880597014925,0.042910447761194,17.2,13.5,12.5,73.1428571428571,4.7,9.36,28.3571428571429,8.55839266019573,1024.72857142857,3.78571428571429,3
"HK","2005-11","2005-03-13",11,78.0581693755346,0.0398230088495575,0.179203539823009,0.103982300884956,0.0494296577946768,0.00126742712294043,0.0139416983523447,0.0506970849176172,22.9,17.4285714285714,20.5,83,0.864285714285714,10.1428571428571,20.2857142857143,12.6735877480709,1018.52857142857,5.25714285714286,3
"HK","2005-12","2005-03-20",12,83.680981595092,0.0395927601809955,0.135746606334842,0.083710407239819,0.0420353982300885,0.00221238938053097,0.0176991150442478,0.0619469026548673,25.7,17.5571428571429,19.1,79.2857142857143,0.0357142857142857,11.4457142857143,27.3714285714286,12.057064097135,1018.9,4.62857142857143,3
"HK","2005-13","2005-03-27",13,81.452944413869,0.0224489795918367,0.143877551020408,0.0642857142857143,0.0361990950226244,0,0.00452488687782805,0.082579185520362,24.8,18.9714285714286,19,80.1428571428571,2.56428571428571,9.81714285714286,23.6714285714286,13.1255316927933,1016.24285714286,3.81428571428571,3
"HK","2005-14","2005-04-03",14,83.1044948692007,0.0192962542565267,0.127128263337117,0.0488081725312145,0.0122448979591837,0.00612244897959184,0.0122448979591837,0.0989795918367347,26.1,20.0571428571429,20.3,86.7142857142857,0.678571428571429,8.36571428571428,20.2714285714286,15.0817689033317,1013.84285714286,4.31428571428571,4
"HK","2005-15","2005-04-10",15,68.458007021334,0.0239179954441913,0.190205011389522,0.0523917995444191,0.0726447219069239,0,0.0124858115777526,0.0908059023836549,28.4,23.2142857142857,24.5,81.7142857142857,0.0571428571428571,13.3571428571429,19.3285714285714,17.2521940117479,1014.45714285714,4.25714285714286,4
"HK","2005-16","2005-04-17",16,61.1032531824611,0.0125786163522013,0.139412997903564,0.0524109014675052,0.0375854214123007,0.00227790432801822,0.0170842824601367,0.082004555808656,28.4,20.9285714285714,24.3,83.2857142857143,3.12857142857143,8.75142857142857,22.7571428571429,15.3109201970183,1016.71428571429,4.1,4
"HK","2005-17","2005-04-24",17,63.5989010989011,0.0145739910313901,0.18609865470852,0.0448430493273543,0.0576519916142558,0.00209643605870021,0.0146750524109015,0.0576519916142558,29.2,24.7428571428571,24,81.5714285714286,0,15.7842857142857,8.72857142857143,18.5313406982763,1014.28571428571,4.98571428571429,4
"HK","2005-18","2005-05-01",18,68.7755966671374,0.0214007782101167,0.23443579766537,0.0214007782101167,0.0639013452914798,0.00224215246636771,0.0134529147982063,0.0594170403587444,29.2,25.4,27,86.2857142857143,1.42857142857143,7.29714285714286,20.8,20.3322323517897,1009.51428571429,2.74285714285714,5
"HK","2005-19","2005-05-08",19,80.0891530460624,0.0123022847100176,0.302284710017575,0.0210896309314587,0.0282101167315175,0.00194552529182879,0.0155642023346304,0.0544747081712062,30.6,26.8571428571429,27.1,80.1428571428571,8.55,10.6728571428571,17.7142857142857,20.482309511687,1007.4,3.4,5
"HK","2005-20","2005-05-15",20,80.1023155627356,0.0182608695652174,0.33304347826087,0.0156521739130435,0.0307557117750439,0.00351493848857645,0.0114235500878735,0.0527240773286467,30.5,26.7,28.3,86.8571428571429,23.0285714285714,9.08,19.95,21.9535023590091,1006.68571428571,3.07142857142857,5
"HK","2005-21","2005-05-22",21,84.7781135676793,0.0101302460202605,0.390738060781476,0.00940665701881331,0.0417391304347826,0.000869565217391304,0.0121739130434783,0.071304347826087,32.6,27.9285714285714,27.3,84.5714285714286,16.8928571428571,13.6557142857143,21.0285714285714,22.8573743246175,1009.57142857143,4.3,5
"HK","2005-22","2005-05-29",22,89.5248836881432,0.00989399293286219,0.354063604240283,0.00777385159010601,0.0354558610709117,0.00217076700434153,0.0065123010130246,0.0426917510853835,30.1,26.4,26.4,87.8571428571429,24.2428571428571,9.18285714285714,22.5714285714286,21.8728551167354,1008.08571428571,3.5,5
"HK","2005-23","2005-06-05",23,86.8283532091652,0.0137994480220791,0.287948482060718,0.0137994480220791,0.0424028268551237,0,0.00424028268551237,0.049469964664311,33.4,27.5,28,82.1428571428571,6.36428571428571,14.6828571428571,22.4142857142857,21.8253089404091,1005.27142857143,4.38571428571429,6
"HK","2005-24","2005-06-12",24,67.6461585552495,0.00732600732600733,0.207570207570208,0.00976800976800977,0.0386384544618215,0.00275988960441582,0.0128794848206072,0.0413983440662374,32.7,27.0857142857143,27.8,82.4285714285714,1.78571428571429,13.1728571428571,30.1857142857143,21.3648688968366,1003.82857142857,3.47142857142857,6
"HK","2005-25","2005-06-19",25,60.893691588785,0.00237247924080664,0.134045077105575,0.0142348754448399,0.0500610500610501,0.00122100122100122,0.0195360195360195,0.0659340659340659,31.2,27.8714285714286,28.3,87.1428571428571,37.1928571428571,8.55142857142857,21.9428571428571,23.507219888928,1003.74285714286,3.52857142857143,6
"HK","2005-26","2005-06-26",26,60.8076009501188,0.00531914893617021,0.0930851063829787,0.0212765957446809,0.0711743772241993,0.00711743772241993,0.0118623962040332,0.0533807829181495,30.9,27.9571428571429,28.3,86.5714285714286,70.6571428571429,6.28285714285714,27.2833333333333,23.4755967232479,1005.64285714286,4.08571428571429,6
"HK","2005-27","2005-07-03",27,58.4547298543242,0.00606796116504854,0.101941747572816,0.0182038834951456,0.038563829787234,0.0132978723404255,0.0159574468085106,0.0545212765957447,32.1,28.1428571428571,28,85.7142857142857,14.3785714285714,17.0514285714286,18.2,23.4810563688295,1007.72857142857,4.12857142857143,7
"HK","2005-28","2005-07-10",28,60.3228547153781,0.00591016548463357,0.0567375886524823,0.00472813238770686,0.105582524271845,0.00849514563106796,0.020631067961165,0.058252427184466,33.3,29,28,79.2857142857143,10.85,18.1,16.2,22.7583291049508,1007.5,4.71428571428571,7
"HK","2005-29","2005-07-17",29,37.6866967697117,0.00380228136882129,0.0544993662864385,0.00633713561470215,0.111111111111111,0.0177304964539007,0.0283687943262411,0.0721040189125296,33.3,30.0571428571429,28.6,74.2857142857143,0.0357142857142857,22.3685714285714,14,22.6144994291934,1010.3,4.62857142857143,7
"HK","2005-30","2005-07-24",30,44.3170964660936,0.0029940119760479,0.0224550898203593,0.0179640718562874,0.0836501901140684,0.0152091254752852,0.0114068441064638,0.0570342205323194,35.4,29.3714285714286,29,78.4285714285714,19,18.3157142857143,20.4714285714286,22.9257343646562,1002.22857142857,6.4,7
"HK","2005-31","2005-07-31",31,33.0701941540431,0.00462249614791988,0.0138674884437596,0.0061633281972265,0.142215568862275,0.0269461077844311,0.0134730538922156,0.100299401197605,32.7,28.3857142857143,28,84.2857142857143,18.9857142857143,14.8242857142857,22.6428571428571,23.3323451075478,1003.97142857143,3.94285714285714,7
"HK","2005-32","2005-08-07",32,43.517679057117,0.00336700336700337,0.00841750841750842,0.0168350168350168,0.192604006163328,0.0292758089368259,0.0138674884437596,0.0847457627118644,33.5,29.5714285714286,29,79.5714285714286,2.28571428571429,21.4271428571429,20.8285714285714,23.5752038020601,1002.25714285714,4.55714285714286,8
"HK","2005-33","2005-08-14",33,40.3335602450647,0,0.0148698884758364,0.00929368029739777,0.11952861952862,0.0151515151515152,0.0168350168350168,0.0538720538720539,32.6,28.4428571428571,28.6,84.5714285714286,26.1928571428571,15.2228571428571,27.4142857142857,23.5456664504151,1002.71428571429,4.75714285714286,8
"HK","2005-34","2005-08-21",34,44.6917505741035,0.0136752136752137,0.0153846153846154,0.0153846153846154,0.0985130111524164,0.0278810408921933,0.0223048327137546,0.0613382899628253,29.1,26.1428571428571,26.1,92.1428571428571,102.742857142857,5.76714285714286,27.3142857142857,22.6195821195101,1005.7,2.42857142857143,8
"HK","2005-35","2005-08-28",35,49.7617787188989,0.00875656742556918,0.00175131348511384,0.010507880910683,0.0717948717948718,0.00854700854700855,0.0102564102564103,0.0512820512820513,31.6,27.8285714285714,27.1,84.2857142857143,3.17857142857143,13.2871428571429,19.3571428571429,22.7083762449585,1008.38571428571,3.15714285714286,8
"HK","2005-36","2005-09-04",36,46.0992907801418,0.0037037037037037,0.00925925925925926,0.0111111111111111,0.0700525394045534,0.0192644483362522,0.00875656742556918,0.0525394045534151,32.3,28.5142857142857,28.2,80.7142857142857,13.8142857142857,15.4057142857143,17.8714285714286,22.4768836941915,1004.07142857143,4.17142857142857,9
"HK","2005-37","2005-09-11",37,52.434456928839,0.00874125874125874,0.0034965034965035,0.00524475524475524,0.0537037037037037,0.0203703703703704,0.0222222222222222,0.0833333333333333,31.4,28.2714285714286,27,79.4285714285714,4.67142857142857,15.4957142857143,11.7285714285714,21.9279970190603,1008.51428571429,4.17142857142857,9
"HK","2005-38","2005-09-18",38,46.8454258675079,0.00610687022900763,0.00458015267175573,0.00763358778625954,0.0541958041958042,0.027972027972028,0.00699300699300699,0.0506993006993007,31.9,28.8142857142857,28.3,81.5714285714286,5.97857142857143,16.0171428571429,28.2285714285714,23.1952899226389,1011.88571428571,3.98571428571429,9
"HK","2005-39","2005-09-25",39,47.3141230878691,0.00668896321070234,0.00167224080267559,0.0100334448160535,0.0473282442748092,0.0427480916030534,0.016793893129771,0.0351145038167939,34.3,28.4285714285714,28.9,77.5714285714286,20.5142857142857,14.36,32.4285714285714,21.559527682011,1008.12857142857,4.22857142857143,9
"HK","2005-40","2005-10-02",40,53.9934448852855,0.00411522633744856,0.00137174211248285,0.00685871056241427,0.0468227424749164,0.0618729096989967,0.0367892976588629,0.0367892976588629,32.4,27.3428571428571,26.8,84.5714285714286,10.3428571428571,13.1542857142857,21.2428571428571,22.1445610930611,1011.82857142857,3.68571428571429,10
"HK","2005-41","2005-10-09",41,46.9727009303035,0.0031496062992126,0,0.0062992125984252,0.0425240054869684,0.0603566529492456,0.0123456790123457,0.0205761316872428,32.3,27.8857142857143,27.5,70.7142857142857,0.335714285714286,14.2385714285714,23.1428571428571,19.1521693102423,1011.94285714286,4.3,10
"HK","2005-42","2005-10-16",42,41.2515566625156,0.00274725274725275,0,0.00824175824175824,0.0425196850393701,0.0551181102362205,0.0141732283464567,0.0141732283464567,29.8,26.8571428571429,26,76.1428571428571,0.114285714285714,14.4957142857143,21.1142857142857,19.4553489124935,1014.05714285714,3.51428571428571,10
"HK","2005-43","2005-10-23",43,46.4646464646465,0.00142247510668563,0,0.0042674253200569,0.0837912087912088,0.0755494505494506,0.0164835164835164,0.00824175824175824,28.9,25.4428571428571,25.4,68,0.0285714285714286,15.7542857142857,29.6,16.1192557048649,1017.68571428571,3.75714285714286,10
"HK","2005-44","2005-10-30",44,47.4265696577742,0,0.00138312586445367,0.00691562932226833,0.0725462304409673,0.0796586059743955,0.0113798008534851,0.0184921763869132,27.8,24.4428571428571,24.2,72.2857142857143,0,14.6314285714286,27.2285714285714,16.2078839312318,1017.11428571429,3.72857142857143,10
"HK","2005-45","2005-11-06",45,46.9226081657526,0.00131926121372032,0.00527704485488127,0.00527704485488127,0.0650069156293223,0.100968188105118,0.012448132780083,0.00968188105117566,28.3,24.4142857142857,24.4,75,0.0142857142857143,12.5514285714286,25.6428571428571,16.8817480169028,1015.71428571429,3.15714285714286,11
"HK","2005-46","2005-11-13",46,52.944962986804,0.00143472022955524,0.0143472022955524,0.00286944045911047,0.0699208443271768,0.0765171503957783,0.0118733509234828,0.00131926121372032,28.5,25.7142857142857,24.9,84.8571428571429,0.00714285714285714,10.9028571428571,15.5714285714286,20.3417734546308,1013.47142857143,3.11428571428571,11
"HK","2005-47","2005-11-20",47,46.9051506605314,0.00153139356814701,0.00306278713629403,0.00153139356814701,0.0688665710186514,0.0946915351506456,0.00717360114777618,0.00717360114777618,26.6,21.2,24.5,73.5714285714286,0.242857142857143,12.4414285714286,30.4857142857143,13.8568627411291,1018.32857142857,4.05714285714286,11
"HK","2005-48","2005-11-27",48,45.6727272727273,0.010958904109589,0,0.00273972602739726,0.0826952526799387,0.0888208269525268,0.0107197549770291,0.00306278713629403,24.8,20.5714285714286,20.1,71,0,14.28,21.8,12.7790668666092,1019.52857142857,4.4,11
"HK","2005-49","2005-12-04",49,53.1930879038317,0.00612557427258806,0.00306278713629403,0.00153139356814701,0.0767123287671233,0.0424657534246575,0.0123287671232876,0.00410958904109589,26.1,21.7,21.9,75.7142857142857,0.0142857142857143,12.36,25.7285714285714,14.5413987946052,1016.25714285714,3.58571428571429,12
"HK","2005-50","2005-12-11",50,44.8167824547064,0.00698324022346369,0.00139664804469274,0.00698324022346369,0.0995405819295559,0.0612557427258806,0.0107197549770291,0.00459418070444104,22.5,16.9571428571429,19,65.7142857142857,0.00714285714285714,9.54285714285714,28.8571428571429,9.83599528348384,1021.01428571429,4.07142857142857,12
"HK","2005-51","2005-12-18",51,41.8639421878894,0.00988700564971751,0.00423728813559322,0.0169491525423729,0.0614525139664804,0.0418994413407821,0.00279329608938547,0.00418994413407821,18.3,15.1571428571429,14.7,50.7142857142857,0.00714285714285714,11.2528571428571,30.5857142857143,6.59714391790612,1024.32857142857,4.21428571428571,12
"HK","2005-52","2005-12-25",52,45.9405940594059,0.0260115606936416,0.00433526011560694,0.0332369942196532,0.0677966101694915,0.057909604519774,0.00564971751412429,0.0127118644067797,20.8,15.6142857142857,16.6,56.2857142857143,0,13.9385714285714,27.5571428571429,7.66904843403842,1022.07142857143,4.77142857142857,12
"HK","2005-53","2006-01-01",1,52.4228315226763,0.0301346547350753,0.00379895142811342,0.0337473714980811,0.0549132947976879,0.041907514450867,0.00433526011560693,0.00144508670520231,22.9,18.4857142857143,18,81,1.37142857142857,10.1014285714286,22.6142857142857,12.795435125983,1019.92857142857,3.65714285714286,1
"HK","2006-1","2006-01-08",2,49.3543251370953,0.034257748776509,0.0032626427406199,0.034257748776509,0.0831973898858075,0.032626427406199,0.0114192495921697,0.00978792822185971,21.3,15.0142857142857,17.2,73.5714285714286,0.00714285714285714,9.31714285714286,28.5428571428571,9.8733776586432,1020.5,3.82857142857143,1
"HK","2006-2","2006-01-15",3,48.6621811923017,0.0304054054054054,0.0135135135135135,0.0506756756756757,0.0608108108108108,0.0456081081081081,0.0118243243243243,0.00337837837837838,22.8,17.3428571428571,17.5,78,0.00714285714285714,13.1442857142857,17.6285714285714,11.7549176088141,1017.41428571429,3.8,1
"HK","2006-3","2006-01-22",4,52.7764286870649,0.0675105485232067,0.00421940928270042,0.0646976090014065,0.0351617440225035,0.0253164556962026,0.00140646976090014,0.00984528832630099,22,17.0428571428571,18.4,88.4285714285714,1.06428571428571,4.99285714285714,24.0571428571429,13.0290125592679,1014.91428571429,2.47142857142857,1
"HK","2006-4","2006-01-29",5,40.1505646173149,0.0608,0.0048,0.1072,0.0144,0,0.0016,0.008,19.9,15,15.2,75.5714285714286,1.28571428571429,10.6428571428571,21.1285714285714,9.76487725974853,1020.68571428571,4.37142857142857,1
"HK","2006-5","2006-02-05",6,36.256998133831,0.0729312762973352,0.00420757363253857,0.0897615708274895,0.0350631136044881,0.061711079943899,0.00140252454417952,0.0210378681626928,23.6,18.0571428571429,18.3,80.4285714285714,0.00714285714285714,14.6157142857143,25.2571428571429,12.4621451746692,1022.48571428571,3.52857142857143,2
"HK","2006-6","2006-02-12",7,52.6158891041884,0.0829015544041451,0.0077720207253886,0.0790155440414508,0.055699481865285,0.022020725388601,0.00129533678756477,0.0375647668393782,22.3,17.5,16.9,75.2857142857143,0,16.9928571428571,25.2857142857143,11.2494800627369,1022.57142857143,4.74285714285714,2
"HK","2006-7","2006-02-19",8,56.3570784490532,0.0847222222222222,0.00694444444444444,0.0791666666666667,0.0375,0.0263888888888889,0.00277777777777778,0.0361111111111111,25.3,18.0857142857143,19.6,84,0.757142857142857,7.59428571428571,21.4714285714286,13.1543281189859,1017.65714285714,4.37142857142857,2
"HK","2006-8","2006-02-26",9,64.3831722569642,0.0981507823613087,0.00284495021337127,0.0924608819345661,0.0327169274537696,0.015647226173542,0.0042674253200569,0.0327169274537696,25,18.5142857142857,18.8,82,0.1,11.2271428571429,20.7428571428571,12.9878969335183,1017.41428571429,4.51428571428571,2
"HK","2006-9","2006-03-05",10,58.2003302146395,0.119205298013245,0.00397350993377483,0.0728476821192053,0.0278145695364238,0.0185430463576159,0,0.0622516556291391,18.6,14.3571428571429,15.3,79.7142857142857,4.92142857142857,10.2442857142857,31.8,9.95892697962331,1018.95714285714,4.55714285714286,3
"HK","2006-10","2006-03-12",11,62.1625363422401,0.122033898305085,0.00903954802259887,0.0983050847457627,0.0192090395480226,0.0124293785310734,0.00338983050847458,0.0564971751412429,24,20.2857142857143,19.9,89.4285714285714,0.378571428571429,11.7885714285714,19.6142857142857,15.7172605780403,1014.97142857143,3.94285714285714,3
