region,date,weekid,rate,temp.max,temp.mean,temp.min,relative.humidity,total.rainfall,solar.radiation,wind.speed,absolute.humidity,pressure,temp.range,monthid
HK,15/5/2005,20,4.22332068,30.5,26.7,28.3,86.85714286,23.02857143,9.08,19.95,21.95350236,1006.685714,3.071428571,5
HK,22/5/2005,21,6.045048098,32.6,27.92857143,27.3,84.57142857,16.89285714,13.65571429,21.02857143,22.85737432,1009.571429,4.3,5
HK,29/5/2005,22,3.82197405,30.1,26.4,26.4,87.85714286,24.24285714,9.182857143,22.57142857,21.87285512,1008.085714,3.5,5
HK,5/6/2005,23,4.295395565,33.4,27.5,28,82.14285714,6.364285714,14.68285714,22.41428571,21.82530894,1005.271429,4.385714286,6
HK,12/6/2005,24,2.800438947,32.7,27.08571429,27.8,82.42857143,1.785714286,13.17285714,30.18571429,21.3648689,1003.828571,3.471428571,6
HK,19/6/2005,25,4.014968676,31.2,27.87142857,28.3,87.14285714,37.19285714,8.551428571,21.94285714,23.50721989,1003.742857,3.528571429,6
HK,26/6/2005,26,3.245957346,30.9,27.95714286,28.3,86.57142857,70.65714286,6.282857143,27.28333333,23.47559672,1005.642857,4.085714286,6
HK,3/7/2005,27,3.187026495,32.1,28.14285714,28,85.71428571,14.37857143,17.05142857,18.2,23.48105637,1007.728571,4.128571429,7
HK,10/7/2005,28,3.513952702,33.3,29,28,79.28571429,10.85,18.1,16.2,22.7583291,1007.5,4.714285714,7
HK,17/7/2005,29,2.717362297,33.3,30.05714286,28.6,74.28571429,0.035714286,22.36857143,14,22.61449943,1010.3,4.628571429,7
HK,24/7/2005,30,2.527591053,35.4,29.37142857,29,78.42857143,19,18.31571429,20.47142857,22.92573436,1002.228571,6.4,7
HK,31/7/2005,31,3.316920671,32.7,28.38571429,28,84.28571429,18.98571429,14.82428571,22.64285714,23.33234511,1003.971429,3.942857143,7
HK,7/8/2005,32,3.687938903,33.5,29.57142857,29,79.57142857,2.285714286,21.42714286,20.82857143,23.5752038,1002.257143,4.557142857,8
HK,14/8/2005,33,2.17285173,32.6,28.44285714,28.6,84.57142857,26.19285714,15.22285714,27.41428571,23.54566645,1002.714286,4.757142857,8
HK,21/8/2005,34,2.741315556,29.1,26.14285714,26.1,92.14285714,102.7428571,5.767142857,27.31428571,22.61958212,1005.7,2.428571429,8
HK,28/8/2005,35,2.551886088,31.6,27.82857143,27.1,84.28571429,3.178571429,13.28714286,19.35714286,22.70837624,1008.385714,3.157142857,8
HK,4/9/2005,36,2.422029288,32.3,28.51428571,28.2,80.71428571,13.81428571,15.40571429,17.87142857,22.47688369,1004.071429,4.171428571,9
HK,11/9/2005,37,4.369538077,31.4,28.27142857,27,79.42857143,4.671428571,15.49571429,11.72857143,21.92799702,1008.514286,4.171428571,9
HK,18/9/2005,38,2.375030332,31.9,28.81428571,28.3,81.57142857,5.978571429,16.01714286,28.22857143,23.19528992,1011.885714,3.985714286,9
HK,25/9/2005,39,1.661411956,34.3,28.42857143,28.9,77.57142857,20.51428571,14.36,32.42857143,21.55952768,1008.128571,4.228571429,9
HK,2/10/2005,40,1.986380916,32.4,27.34285714,26.8,84.57142857,10.34285714,13.15428571,21.24285714,22.14456109,1011.828571,3.685714286,10
HK,9/10/2005,41,0.96651648,32.3,27.88571429,27.5,70.71428571,0.335714286,14.23857143,23.14285714,19.15216931,1011.942857,4.3,10
HK,16/10/2005,42,0.584667732,29.8,26.85714286,26,76.14285714,0.114285714,14.49571429,21.11428571,19.45534891,1014.057143,3.514285714,10
HK,23/10/2005,43,0.382950383,28.9,25.44285714,25.4,68,0.028571429,15.75428571,29.6,16.1192557,1017.685714,3.757142857,10
HK,30/10/2005,44,0.877020492,27.8,24.44285714,24.2,72.28571429,0,14.63142857,27.22857143,16.20788393,1017.114286,3.728571429,10
HK,6/11/2005,45,0.454299111,28.3,24.41428571,24.4,75,0.014285714,12.55142857,25.64285714,16.88174802,1015.714286,3.157142857,11
HK,13/11/2005,46,0.069848236,28.5,25.71428571,24.9,84.85714286,0.007142857,10.90285714,15.57142857,20.34177345,1013.471429,3.114285714,11
HK,20/11/2005,47,0.336478843,26.6,21.2,24.5,73.57142857,0.242857143,12.44142857,30.48571429,13.85686274,1018.328571,4.057142857,11
HK,27/11/2005,48,0.139885842,24.8,20.57142857,20.1,71,0,14.28,21.8,12.77906687,1019.528571,4.4,11
HK,4/12/2005,49,0.218601731,26.1,21.7,21.9,75.71428571,0.014285714,12.36,25.72857143,14.54139879,1016.257143,3.585714286,12
HK,11/12/2005,50,0.205896397,22.5,16.95714286,19,65.71428571,0.007142857,9.542857143,28.85714286,9.835995283,1021.014286,4.071428571,12
HK,18/12/2005,51,0.175407579,18.3,15.15714286,14.7,50.71428571,0.007142857,11.25285714,30.58571429,6.597143918,1024.328571,4.214285714,12
HK,25/12/2005,52,0.583990602,20.8,15.61428571,16.6,56.28571429,0,13.93857143,27.55714286,7.669048434,1022.071429,4.771428571,12
HK,1/1/2006,53,0.075755537,22.9,18.48571429,18,81,1.371428571,10.10142857,22.61428571,12.79543513,1019.928571,3.657142857,1
HK,8/1/2006,1,0.483076592,21.3,15.01428571,17.2,73.57142857,0.007142857,9.317142857,28.54285714,9.873377659,1020.5,3.828571429,1
HK,15/1/2006,2,0.164399261,22.8,17.34285714,17.5,78,0.007142857,13.14428571,17.62857143,11.75491761,1017.414286,3.8,1
HK,22/1/2006,3,0.519599157,22,17.04285714,18.4,88.42857143,1.064285714,4.992857143,24.05714286,13.02901256,1014.914286,2.471428571,1
HK,29/1/2006,4,0.321204517,19.9,15,15.2,75.57142857,1.285714286,10.64285714,21.12857143,9.76487726,1020.685714,4.371428571,1
HK,5/2/2006,5,0.762769947,23.6,18.05714286,18.3,80.42857143,0.007142857,14.61571429,25.25714286,12.46214517,1022.485714,3.528571429,2
HK,12/2/2006,6,1.976503606,22.3,17.5,16.9,75.28571429,0,16.99285714,25.28571429,11.24948006,1022.571429,4.742857143,2
HK,19/2/2006,7,2.035116722,25.3,18.08571429,19.6,84,0.757142857,7.594285714,21.47142857,13.15432812,1017.657143,4.371428571,2
HK,26/2/2006,8,2.106419576,25,18.51428571,18.8,82,0.1,11.22714286,20.74285714,12.98789693,1017.414286,4.514285714,2
HK,5/3/2006,9,3.623066914,18.6,14.35714286,15.3,79.71428571,4.921428571,10.24428571,31.8,9.95892698,1018.957143,4.557142857,3
HK,12/3/2006,10,3.512007703,24,20.28571429,19.9,89.42857143,0.378571429,11.78857143,19.61428571,15.71726058,1014.971429,3.942857143,3
HK,19/3/2006,11,5.60154448,26.2,17.87142857,19.6,84.57142857,0.842857143,11.00285714,20.17142857,13.21930189,1016.3,4.842857143,3
HK,26/3/2006,12,5.943371072,24.9,19.28571429,19.6,92.42857143,5.235714286,6.081428571,24.75714286,15.41318896,1011.828571,2.842857143,3
HK,2/4/2006,13,7.418588674,26.8,20.88571429,22.1,84.14285714,0.192857143,13.66,19.37142857,15.39708849,1013.828571,3.942857143,4
HK,9/4/2006,14,8.020510083,28.2,24.1,24.6,84.42857143,0.028571429,13.35857143,15.82857143,18.53339233,1011.971429,3.871428571,4
HK,16/4/2006,15,5.771413236,29.9,22.77142857,26.6,82.28571429,0.314285714,8.474285714,23.75714286,17.09162706,1011.814286,3.642857143,4
HK,23/4/2006,16,5.64442409,30.1,24.32857143,25.6,80.14285714,0.028571429,20.10285714,16.37142857,17.91145825,1012.8,5.5,4
HK,30/4/2006,17,5.830761086,29.2,24.7,25.3,88.85714286,28.13571429,10.46571429,19.4,20.11072417,1010.357143,4,4
HK,7/5/2006,18,2.600082703,30.3,26.3,26.8,85.85714286,25.68571429,13.72285714,21.24285714,21.22213045,1011.3,3.7,5
HK,14/5/2006,19,4.422285869,31.5,27.15714286,27.2,77,0.028571429,21.23,22.1,20.11641379,1012.128571,5.514285714,5
HK,21/5/2006,20,3.309912675,29.8,24.41428571,23.2,77.71428571,12.48571429,12.70857143,33.02857143,17.23887113,1007.657143,4.214285714,5
HK,28/5/2006,21,3.428408693,29.8,26.04285714,26.4,88.57142857,17.07857143,8.284285714,16.47142857,21.58347958,1009.9,2.657142857,5
HK,4/6/2006,22,1.484623077,29.4,26.11428571,27.2,89.57142857,22.91428571,7.07,24.87142857,21.95594626,1008.128571,2.9,6
HK,11/6/2006,23,1.74056642,30.7,27.02857143,28.1,85.57142857,26.60714286,8.675714286,29.05714286,22.07611891,1004.1,2.871428571,6
HK,18/6/2006,24,1.879047502,31.7,27.97142857,27.9,84.42857143,10.77142857,11.96,17.77142857,22.921898,1006.942857,3.5,6
HK,25/6/2006,25,1.45726862,32.9,28.64285714,28.2,82.42857143,3.15,19.56142857,13.15714286,23.18379716,1009.214286,4.471428571,6
HK,2/7/2006,26,0.976707808,32.5,28.84285714,27.9,86,11.2,17.91714286,20.8,24.4853095,1007.814286,4.242857143,7
HK,9/7/2006,27,1.931099639,32.7,29.52857143,28.6,81,7.757142857,17.18714286,25.6,23.95226665,1003.6,4.371428571,7
HK,16/7/2006,28,1.256313309,34,29.42857143,28.8,82.57142857,34.56428571,11.79714286,30.48571429,24.27210298,999.3714286,3.957142857,7
HK,23/7/2006,29,2.591546188,32.6,29.52857143,28.2,78.71428571,0.778571429,20.22857143,11.82857143,23.28164452,1006.371429,4.142857143,7
HK,30/7/2006,30,2.465260923,33.9,27.42857143,29.2,86.57142857,37.07857143,10.51714286,23.77142857,22.69177394,1003.771429,4.057142857,7
HK,6/8/2006,31,2.123371701,32.4,27.35714286,26.5,86,15.53571429,14.89428571,34.14285714,22.55679401,1004.971429,4.085714286,8
HK,13/8/2006,32,3.796036243,32.1,28.2,27.2,83.85714286,7.071428571,16.39571429,13.88571429,23.04584363,1003.342857,4.357142857,8
HK,20/8/2006,33,2.083363961,32.5,28.94285714,28.4,81.28571429,7.321428571,20.04857143,14.72857143,23.28844582,1004.314286,4.385714286,8
HK,27/8/2006,34,1.984329349,32.1,28.35714286,27.4,83.85714286,9.135714286,17.34285714,15.95714286,23.23022589,1006.228571,4.614285714,8
HK,3/9/2006,35,1.629543982,32.8,29.25714286,28.7,79.85714286,0.342857143,18.08142857,20.91428571,23.25985252,1008.142857,3.557142857,9
HK,10/9/2006,36,0.972038864,31,27.1,26.8,83.28571429,21.64285714,13.12714286,18.41428571,21.58560582,1008.214286,4.128571429,9
HK,17/9/2006,37,2.263025181,30.1,24.98571429,25.1,82.85714286,38.18571429,9.274285714,25.81428571,19.03269367,1009.314286,3.742857143,9
HK,24/9/2006,38,1.16208524,30.4,26.4,25.1,72.57142857,0.128571429,17.5,30.75714286,18.06266824,1011.542857,4.785714286,9
HK,1/10/2006,39,1.503653206,31.8,26.54285714,25.7,75.28571429,0.1,17.90142857,34.35714286,18.89700603,1011.028571,4.342857143,10
HK,8/10/2006,40,0.83122862,30.4,26.64285714,25.6,76,0.75,15.55714286,10.95714286,19.18717969,1011.2,4.542857143,10
HK,15/10/2006,41,0.823937564,30.1,26.38571429,25.3,79.71428571,2.371428571,13.00714286,13.48571429,19.8318673,1015.328571,3.914285714,10
HK,22/10/2006,42,0.276538124,29.7,26.31428571,25.4,80,1.014285714,14.28285714,18.57142857,19.82384803,1016.042857,3.857142857,10
HK,29/10/2006,43,0.453812617,31,26.24285714,25.3,74,0.307142857,14.72571429,23.77142857,18.2948738,1016.971429,4.914285714,10
HK,5/11/2006,44,0.270666831,29.4,24.47142857,23.5,62.71428571,0.085714286,15.65,30.25714286,14.03643949,1013.914286,5.142857143,11
HK,12/11/2006,45,0.262078286,29.2,24.4,23.6,64.85714286,0,15.78285714,22.07142857,14.45198232,1018.014286,5.271428571,11
HK,19/11/2006,46,0.257287951,26.6,23.37142857,23.5,82.85714286,1.607142857,7.492857143,25.21428571,17.41065916,1016.242857,3.342857143,11
HK,26/11/2006,47,0.262199829,25.7,22.54285714,22.5,87.28571429,11.5,5.248571429,24.01428571,17.47774572,1013.442857,2.8,11
HK,3/12/2006,48,0.122251928,25.2,20.37142857,21.8,77.71428571,1.164285714,9.098571429,23.81428571,13.88497892,1016.957143,3.828571429,12
HK,10/12/2006,49,0.556561108,25.6,20.8,21.5,77.57142857,0.042857143,11.87857143,26.42857143,14.13398577,1020.342857,3.971428571,12
HK,17/12/2006,50,0.706030957,23.5,17.78571429,19.4,73.42857143,4.242857143,7.994285714,29.15714286,11.34462394,1020.028571,3.571428571,12
HK,24/12/2006,51,0.884792424,20.9,16.82857143,16.6,60.28571429,0.007142857,15.76571429,27.58571429,8.676067113,1022.557143,5.085714286,12
HK,31/12/2006,52,0.454195301,21.5,17.07142857,16.1,69.85714286,0,14.82428571,25.75714286,10.14449078,1020.485714,4.4,12
HK,7/1/2007,1,0.832808411,21.1,16.74285714,17.7,73.28571429,1.221428571,11.34571429,27.15714286,10.70030521,1020.342857,3.9,1
HK,14/1/2007,2,0.474134666,20.1,16.21428571,16.9,68.42857143,0.007142857,10.81142857,24.94285714,9.618077673,1023.071429,3.9,1
HK,21/1/2007,3,0.880599202,23.7,17.48571429,17.9,82.85714286,3.028571429,7.022857143,22.41428571,12.34307501,1020.314286,4.2,1
HK,28/1/2007,4,1.539296898,18.9,15.34285714,15.9,67.71428571,0.007142857,11.70285714,24.45714286,8.929856123,1024.028571,4.857142857,1
HK,4/2/2007,5,0.872104834,20.7,15.95714286,15.3,56.57142857,0,17.44428571,20.04285714,7.675700042,1024.457143,6.185714286,2
HK,11/2/2007,6,1.254929739,25.6,20.32857143,20.3,76,0.021428571,14.81714286,15.57142857,13.41760336,1019.371429,4.971428571,2
HK,18/2/2007,7,2.647124517,25.3,20.75714286,21.3,86.85714286,0.114285714,8.661428571,16.42857143,15.72369892,1015.214286,3.728571429,2
HK,25/2/2007,8,1.461793061,24.5,19.45714286,18.5,86.57142857,0.907142857,7.891428571,26.64285714,14.48692113,1014.971429,3.071428571,2
HK,4/3/2007,9,3.280113019,25.7,20.3,20.6,81.28571429,0.042857143,12.28,25.65714286,14.37108293,1015.271429,4.1,3
HK,11/3/2007,10,1.911983322,25.6,16.7,17.9,86.42857143,1.828571429,5.78,27.42857143,12.41788217,1017.214286,4.057142857,3
HK,18/3/2007,11,2.53963828,26.8,20.17142857,22.2,88,0.142857143,8.592857143,26.15714286,15.4776058,1014.714286,3.842857143,3
HK,25/3/2007,12,2.957423634,26.3,19.94285714,22.1,80.28571429,1.178571429,11.49285714,22.32857143,14.05507159,1016.871429,4.671428571,3
HK,1/4/2007,13,3.719050989,27.8,24.4,24.6,83.14285714,0.864285714,11.26285714,16.1,18.51944026,1012.085714,3.914285714,4
HK,8/4/2007,14,6.590830206,26.5,17.77142857,17.7,84.71428571,5.335714286,4.117142857,24.41428571,13.01817481,1018.114286,4.3,4
HK,15/4/2007,15,3.011197386,27.9,21.42857143,21.9,73,0.957142857,17.04571429,16.74285714,13.75770895,1015.214286,5.514285714,4
HK,22/4/2007,16,5.556066399,29.4,24,24,78.42857143,0.957142857,16.48714286,19.65714286,17.25175804,1012.071429,5.814285714,4
HK,29/4/2007,17,4.836445774,28.2,23.15714286,22.9,81.28571429,10.46428571,12.21571429,22.98571429,16.86904728,1014,4.3,4
HK,6/5/2007,18,3.479063854,30,24.71428571,23.5,79.42857143,1.578571429,13.66714286,9.657142857,17.93322047,1011.428571,4.957142857,5
HK,13/5/2007,19,3.430761571,31.8,26.05714286,24.6,73.28571429,0,21.87714286,22.68571429,17.89651958,1012.357143,6.385714286,5
HK,20/5/2007,20,3.243644779,32.3,26.18571429,25.2,80.42857143,20.39285714,17.63714286,18.25714286,19.70941201,1010.485714,6.071428571,5
HK,27/5/2007,21,3.214410898,32.5,27.15714286,28.1,86.14285714,17.22857143,11.87714286,17.4,22.30018613,1005.714286,4.071428571,5
HK,3/6/2007,22,2.144616692,33,28.87142857,28.5,80.28571429,4.157142857,19.52285714,15,22.89557337,1007.642857,5.442857143,6
HK,10/6/2007,23,1.766899011,33.2,28.77142857,28.1,82.71428571,22.53571429,13.74142857,24.68571429,23.45156729,1005.9,4.671428571,6
HK,17/6/2007,24,2.491645899,32.1,27.37142857,26.8,85.85714286,12.2,10.91428571,15.77142857,22.55313412,1005.157143,4.314285714,6
HK,24/6/2007,25,2.064478582,33.5,29.41428571,28.4,78.28571429,0.8,24.65428571,12.78571429,22.99752309,1008.014286,5.442857143,6
HK,1/7/2007,26,2.952062082,33.5,27.51428571,27.6,88.14285714,33.02857143,11.77714286,21.58571429,23.30818929,1006.314286,4.642857143,7
HK,8/7/2007,27,3.252016516,33.7,28.77142857,27.5,82.71428571,8.392857143,19.57142857,17.32857143,23.4435924,1007.028571,5.914285714,7
HK,15/7/2007,28,4.326657745,34.4,30.07142857,28.4,74.57142857,0.528571429,25.98285714,20.45714286,22.7277532,1002.085714,5.157142857,7
HK,22/7/2007,29,4.562349998,33.1,29.9,28.2,76.14285714,1.642857143,22.51,25.54285714,22.98750621,1007.9,4.5,7
HK,29/7/2007,30,3.904642278,34.8,30.08571429,28.7,73.28571429,0.021428571,22.42285714,14.35714286,22.35436047,1009.614286,6.114285714,7
HK,5/8/2007,31,4.454791133,35.3,30.12857143,28.7,74.14285714,1.114285714,21.34285714,13.81428571,22.65316609,1006.957143,5.642857143,8
HK,12/8/2007,32,4.125949749,32.4,26.95714286,26.4,89.28571429,38.9,9.157142857,29.91428571,22.91528095,998.4714286,3.657142857,8
HK,19/8/2007,33,3.927660781,32.8,27.32857143,26.4,84.71428571,16.49285714,11.74428571,20.91428571,22.17188199,1000.685714,4.757142857,8
HK,26/8/2007,34,5.616509927,31.4,28.08571429,28,83.57142857,5.842857143,9.652857143,19.27142857,22.84284553,1007.471429,3.757142857,8
HK,2/9/2007,35,5.00342977,32.9,28.24285714,27.2,81.57142857,8,16.60857143,13.4,22.45914362,1008.385714,4.985714286,9
HK,9/9/2007,36,4.168593235,30.6,27.3,26.5,78,0.578571429,12.46714286,16.02857143,20.44419587,1007.471429,3.614285714,9
HK,16/9/2007,37,3.95775151,32.6,28.08571429,27.3,74.71428571,2.4,17.84285714,21.57142857,20.41839471,1007.3,4.728571429,9
HK,23/9/2007,38,2.986431517,32.6,27.9,26.7,64.71428571,2.114285714,15.75,24.52857143,17.42497784,1005.385714,5.614285714,9
HK,30/9/2007,39,3.104988581,32.3,27.5,27,80.85714286,9.035714286,16.60428571,28.12857143,21.33712987,1009.928571,4.457142857,9
HK,7/10/2007,40,3.160806905,31.6,27.91428571,27.6,75.28571429,5.692857143,14.01714286,32.7,20.28962134,1006.871429,3.914285714,10
HK,14/10/2007,41,2.067359142,31.1,26.18571429,26.4,72.57142857,0.571428571,11.85142857,31.65714286,17.86398085,1014.457143,4.414285714,10
HK,21/10/2007,42,1.056823912,28.2,24.15714286,23.1,64.14285714,0.021428571,15.63285714,26.47142857,14.07773994,1018,5,10
HK,28/10/2007,43,0.660421123,30.1,24.97142857,23.9,73.42857143,0.007142857,17.21142857,24.52857143,16.88469917,1015.028571,5.285714286,10
HK,4/11/2007,44,0.379340759,27.7,21.78571429,23.1,74.57142857,1.707142857,10.85857143,30.9,14.37908391,1017.357143,4.971428571,11
HK,11/11/2007,45,0.227471981,26.8,22.27142857,21.1,62.85714286,0.014285714,14.43571429,28.12857143,12.36824529,1014.9,5.114285714,11
HK,18/11/2007,46,0.231057695,25.6,21.84285714,21.2,72.28571429,0,16.75,28.64285714,13.91674732,1017.671429,4.471428571,11
HK,25/11/2007,47,0.589648019,24.4,20.67142857,19.7,67.28571429,0.014285714,14.12857143,25.44285714,12.09278491,1019.214286,4.942857143,11
HK,2/12/2007,48,0.063782427,24.8,18.65714286,20.3,51.57142857,0,15.17857143,30.01428571,8.399785547,1018.671429,5.485714286,12
HK,9/12/2007,49,0.401171943,23.2,19.05714286,17.9,67.57142857,0,12.33142857,24.95714286,11.03569972,1021.657143,4.3,12
HK,16/12/2007,50,0.099144549,24.6,20.28571429,20.1,75.28571429,0.014285714,13.75428571,20.38571429,13.22023046,1016.3,4,12
HK,23/12/2007,51,0.280760029,24.7,20.67142857,20.1,80,0.178571429,7.7,19.08571429,14.37350039,1017.285714,3.342857143,12
HK,30/12/2007,52,0.079981354,22.4,17.74285714,17.1,71.42857143,2.092857143,11.93714286,24.88571429,10.8639043,1017.414286,4.357142857,12
HK,6/1/2008,1,0.294166403,20.9,14.97142857,15.9,54.85714286,0,15.32285714,24.34285714,7.248137415,1022.671429,5.5,1
HK,13/1/2008,2,0.126805675,25.8,20.75714286,20.2,78.42857143,0.028571429,10.39571429,16.94285714,14.20419604,1015.4,4.7,1
HK,20/1/2008,3,0.154266904,22.2,15.22857143,16.1,73.14285714,0.142857143,9.6,29.42857143,9.627531454,1020.728571,4.014285714,1
HK,27/1/2008,4,0.231344529,20.2,14.8,15.7,79.57142857,2.835714286,7.07,22.8,10.02137109,1019.242857,3.557142857,1
HK,3/2/2008,5,0.084716839,16.6,11.38571429,11.5,87.28571429,3.65,4.548571429,22.35714286,8.97906415,1017.642857,3.814285714,2
HK,10/2/2008,6,0.252266731,15,11.52857143,11.9,71.71428571,0.35,7.52,25.65714286,7.432362194,1019.371429,3.714285714,2
